city,customer_name,customer_segment,discount,number_of_records,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,product_name,product_sub_category,profit,region,row_id,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code
Oakdale,Steve Carroll,Consumer,0.03,1,2012-06-01,21766,High,41,0.64,Furniture,Jumbo Drum,Hon Every-Day® Chair Series Swivel Task Chairs,Chairs & Chairmats,531.69,Central,3027,5178.17,2012-06-03,Delivery Truck,30,Minnesota,120.98,55128
Oakdale,Steve Carroll,Consumer,0.01,1,2012-06-01,21766,High,32,0.46,Furniture,Small Pack,Artistic Insta-Plaque,Office Furnishings,216.43,Central,3028,535.24,2012-06-03,Regular Air,3.73,Minnesota,15.68,55128
Alexandria,James Galang,Consumer,0.06,1,2012-06-01,2050,Not Specified,16,0.38,Office Supplies,Small Box,Avery 482,Labels,5.27,South,294,44.46,2012-06-03,Regular Air,0.99,Virginia,2.89,22304
Alexandria,James Galang,Consumer,0.08,1,2012-06-01,2050,Not Specified,25,0.39,Office Supplies,Small Box,Xerox 1964,Paper,-14.76,South,295,542.11,2012-06-03,Regular Air,11.54,Virginia,22.84,22304
Roy,Craig Carroll,Corporate,0.07,1,2012-06-01,7398,Not Specified,34,0.8,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,Storage & Organization,-896.34,West,1012,2181.44,2012-06-03,Regular Air,35,Utah,64.65,84067
Roy,Craig Carroll,Corporate,0.04,1,2012-06-01,7398,Not Specified,6,0.52,Office Supplies,Wrap Bag,Dixon Ticonderoga Core-Lock Colored Pencils,Pens & Art Supplies,-4.37,West,1011,55.77,2012-06-04,Regular Air,2.25,Utah,9.11,84067
Newark,Elpida Rittenbach,Consumer,0.09,1,2012-06-02,6179,Not Specified,50,0.39,Office Supplies,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,197.76,East,860,477.53,2012-06-03,Regular Air,1.39,Delaware,9.78,19711
Ansonia,Amy Cox,Small Business,0.03,1,2012-06-02,48455,Critical,34,0.39,Office Supplies,Small Box,Xerox 1964,Paper,76.63,East,6803,817.53,2012-06-03,Regular Air,11.54,Connecticut,22.84,6401
Yarmouth,Amy Cox,Small Business,0.05,1,2012-06-02,48455,Critical,17,0.57,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",-3.18,East,6805,182.47,2012-06-03,Regular Air,3.37,MA,10.98,2664
Colchester,Amy Cox,Small Business,0.06,1,2012-06-02,48455,Critical,2,0.36,Technology,Medium Box,Canon F603 Scientific Calculator,Office Machines,-29.2929,East,6804,25.96,2012-06-03,Regular Air,6.24,Vermont,9.99,5439
Odenton,Vivian Mathis,Corporate,0.01,1,2012-06-02,2150,Medium,21,0.76,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,55.30185,East,311,3905.75,2012-06-04,Delivery Truck,29.21,Maryland,179.29,21113
Newark,Elpida Rittenbach,Consumer,0,1,2012-06-02,6179,Not Specified,15,0.59,Technology,Small Box,5125,Telephones and Communication,234.612,East,861,2690.7515,2012-06-04,Regular Air,8.08,Delaware,200.99,19711
Twentynine Palms,Tamara Willingham,Corporate,0.01,1,2012-06-03,11748,Not Specified,23,0.69,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,-168.14,West,1625,3503.12,2012-06-03,Delivery Truck,46.2,California,145.98,92277
American Fork,Grace Kelly,Consumer,0.09,1,2012-06-03,44294,Low,13,0.61,Office Supplies,Jumbo Drum,"Tennsco Lockers, Sand",Storage & Organization,-445.77,West,6258,305.6,2012-06-03,Delivery Truck,45,Utah,20.98,84003
Garner,Jonathan Doherty,Corporate,0.09,1,2012-06-03,69,Not Specified,42,0.44,Furniture,Small Pack,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Office Furnishings,511.69,South,12,1186.06,2012-06-05,Regular Air,3.92,North Carolina,30.93,27529
Garner,Jonathan Doherty,Corporate,0.03,1,2012-06-03,69,Not Specified,28,0.6,Office Supplies,Wrap Bag,Newell 308,Pens & Art Supplies,0.35,South,13,51.53,2012-06-05,Express Air,0.7,North Carolina,1.68,27529
Menlo Park,Giulietta Dortch,Consumer,0.09,1,2012-06-03,8161,High,45,0.39,Office Supplies,Small Box,Avery 494,Labels,39.19,West,1111,112.72,2012-06-05,Regular Air,0.5,California,2.61,94025
American Fork,Grace Kelly,Consumer,0.04,1,2012-06-03,44294,Low,8,0.59,Technology,Small Box,SC-3160,Telephones and Communication,-206.151,West,6259,447.0405,2012-06-05,Regular Air,8.99,Utah,65.99,84003
Weslaco,Gary Zandusky,Home Office,0.03,1,2012-06-03,5283,Medium,23,0.58,Technology,Small Box,Timeport L7089,Telephones and Communication,417.465,Central,733,2508.673,2012-06-05,Regular Air,7.69,Texas,125.99,78596
Land O Lakes,Meg Tillman,Small Business,0.08,1,2012-06-03,7905,Low,46,0.61,Furniture,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",Tables,183.9,South,1072,11057.6,2012-06-07,Delivery Truck,66.67,Florida,259.71,34639
Vacaville,Alejandro Savely,Corporate,0.05,1,2012-06-03,47457,Low,50,0.66,Office Supplies,Small Box,Fellowes Super Stor/Drawer® Files,Storage & Organization,1577.02,West,6663,8230.77,2012-06-08,Regular Air,19.99,California,161.55,95687
American Fork,Grace Kelly,Consumer,0.09,1,2012-06-03,44294,Low,15,0.36,Office Supplies,Small Box,Xerox 1993,Paper,-85.29,West,6257,107.86,2012-06-10,Express Air,9.68,Utah,6.48,84003
Prescott Valley,Cindy Stewart,Corporate,0.06,1,2012-06-04,52002,High,11,0.77,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,-566.5,West,7291,2489.85,2012-06-05,Delivery Truck,69.64,Arizona,218.75,86314
Oceanside,Mitch Webber,Corporate,0.05,1,2012-06-04,24647,Not Specified,34,0.37,Office Supplies,Small Box,Xerox 23,Paper,-28.2,East,3463,241.04,2012-06-05,Express Air,5.14,New York,6.48,11572
Altoona,Clytie Kelty,Small Business,0.09,1,2012-06-04,47009,Critical,32,0.45,Technology,Small Box,US Robotics 56K V.92 Internal PCI Faxmodem,Computer Peripherals,-22.33,East,6605,1587.16,2012-06-06,Express Air,19.99,Pennsylvania,49.99,16602
Oceanside,Mitch Webber,Corporate,0,1,2012-06-04,24647,Not Specified,3,0.36,Technology,Medium Box,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Office Machines,-1819.9965,East,3462,3029.97,2012-06-06,Regular Air,13.99,New York,999.99,11572
Corvallis,Tom Boeckenhauer,Corporate,0.06,1,2012-06-04,8614,Low,13,0.58,Technology,Small Box,8890,Telephones and Communication,-16.335,West,1179,1289.127,2012-06-06,Regular Air,5.92,Oregon,115.99,97330
North Ridgeville,Sally Hughsby,Consumer,0.09,1,2012-06-05,21958,High,14,0.57,Office Supplies,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,1092.94,East,3065,4998.03,2012-06-06,Regular Air,19.99,Ohio,363.25,44039
Newport,Christy Brittain,Consumer,0.02,1,2012-06-06,55392,Critical,20,0.4,Office Supplies,Wrap Bag,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Pens & Art Supplies,40.2,East,7733,129.3,2012-06-07,Regular Air,1.22,Rhode Island,6.47,2840
Winthrop,Christy Brittain,Consumer,0.07,1,2012-06-06,55392,Critical,39,0.54,Office Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,3.21,East,7734,104.97,2012-06-08,Regular Air,0.93,MA,2.84,2152
Marshalltown,Rob Haberlin,Corporate,0.07,1,2012-06-07,6434,High,13,0.39,Office Supplies,Wrap Bag,Wirebound Voice Message Log Book,Paper,14.49,Central,895,59.58,2012-06-07,Regular Air,0.88,Iowa,4.76,50158
Stockton,George Zrebassa,Home Office,0.06,1,2012-06-07,46499,Critical,1,0.59,Office Supplies,Small Box,Acco Smartsocket® Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Appliances,-26.54,West,6534,46.94,2012-06-08,Regular Air,3.5,California,44.01,95207
Stockton,George Zrebassa,Home Office,0.1,1,2012-06-07,46499,Critical,10,0.81,Office Supplies,Wrap Bag,Bagged Rubber Bands,Rubber Bands,-6.78,West,6536,12.95,2012-06-08,Regular Air,0.7,California,1.26,95207
Portland,Chuck Sachs,Consumer,0.04,1,2012-06-07,39780,Low,48,0.68,Furniture,Wrap Bag,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Office Furnishings,569.08,East,5614,2208.31,2012-06-09,Regular Air,4.8,Maine,45.98,4101
Stockton,George Zrebassa,Home Office,0.07,1,2012-06-07,46499,Critical,22,0.6,Office Supplies,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,-115.21,West,6535,89.96,2012-06-09,Regular Air,6.89,California,4.06,95207
Danville,Grant Carroll,Small Business,0,1,2012-06-07,19010,Low,18,0.35,Office Supplies,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders and Binder Accessories,10951.3065,Central,2624,23792.93,2012-06-09,Regular Air,19.99,Illinois,1270.99,61832
Charlottesville,Jim Epp,Small Business,0.08,1,2012-06-07,50432,Low,45,0.37,Office Supplies,Small Box,Xerox 194,Paper,816.72,South,7067,2494.92,2012-06-09,Regular Air,14.3,Virginia,55.48,22901
Charlottesville,Jim Epp,Small Business,0.02,1,2012-06-07,50432,Low,7,0.6,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-92.37,South,7066,2161.36,2012-06-12,Delivery Truck,69.55,Virginia,284.98,22901
Bloomfield,Chuck Sachs,Consumer,0.02,1,2012-06-07,39780,Low,33,0.37,Office Supplies,Small Box,Xerox 1937,Paper,809.97,East,5613,1683.69,2012-06-14,Regular Air,5.79,New Jersey,48.04,7003
Boise,Pauline Webber,Consumer,0.02,1,2012-06-08,54342,Low,2,0.52,Office Supplies,Wrap Bag,*Staples* Highlighting Markers,Pens & Art Supplies,-5.65,West,7595,10.48,2012-06-08,Regular Air,0.71,Idaho,4.84,83704
Boise,Pauline Webber,Consumer,0.05,1,2012-06-08,54342,Low,35,0.46,Technology,Small Box,Gyration Ultra Cordless Optical Suite,Computer Peripherals,1057.62,West,7594,3439.39,2012-06-08,Express Air,7.18,Idaho,100.97,83704
Watertown,Ben Wallace,Home Office,0,1,2012-06-09,17446,Critical,15,0.59,Office Supplies,Small Pack,Acme® Elite Stainless Steel Scissors,"Scissors, Rulers and Trimmers",8.75,East,2408,138.84,2012-06-11,Express Air,2.64,New York,8.34,13601
Bristol,Tom Prescott,Small Business,0,1,2012-06-10,36230,High,7,0.68,Technology,Small Pack,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Computer Peripherals,-31.38,East,5084,57.03,2012-06-10,Regular Air,3.52,Connecticut,7.28,6010
Moore,Nat Gilpin,Consumer,0.05,1,2012-06-10,24869,Not Specified,14,0.36,Office Supplies,Small Box,GBC Standard Plastic Binding Systems Combs,Binders and Binder Accessories,-9.177,Central,3490,132.72,2012-06-11,Regular Air,5.6,Oklahoma,8.85,73160
Toledo,Steve Nguyen,Small Business,0.01,1,2012-06-11,53476,Not Specified,42,0.71,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,1141.07,East,7492,8127.32,2012-06-11,Express Air,19.99,Ohio,193.17,43615
Toledo,Steve Nguyen,Small Business,0.04,1,2012-06-11,53476,Not Specified,14,0.38,Office Supplies,Small Box,Xerox 1932,Paper,150.72,East,7489,481.4,2012-06-11,Regular Air,5.09,Ohio,35.44,43615
Altus,Eva Jacobs,Home Office,0.05,1,2012-06-11,46627,Critical,3,0.4,Office Supplies,Small Box,Xerox 1928,Paper,-14.22,Central,6559,21.46,2012-06-12,Regular Air,6.26,Oklahoma,5.28,73521
Toledo,Steve Nguyen,Small Business,0.01,1,2012-06-11,53476,Not Specified,47,0.56,Office Supplies,Wrap Bag,Newell 310,Pens & Art Supplies,3.13,East,7491,85.87,2012-06-12,Regular Air,0.7,Ohio,1.76,43615
Edgewood,Pete Takahito,Corporate,0.01,1,2012-06-11,5155,High,14,0.7,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,-38.51,East,720,569.21,2012-06-12,Regular Air,4,Maryland,39.98,21040
Wilson,Rick Wilson,Corporate,0.01,1,2012-06-11,26466,Critical,29,0.38,Technology,Wrap Bag,Accessory41,Telephones and Communication,287.991,South,3707,909.721,2012-06-12,Regular Air,5.99,North Carolina,35.99,27893
Altus,Eva Jacobs,Home Office,0.03,1,2012-06-11,46627,Critical,24,0.56,Technology,Small Box,8860,Telephones and Communication,261.522,Central,6560,1388.628,2012-06-12,Regular Air,5.26,Oklahoma,65.99,73521
Thousand Oaks,Giulietta Dortch,Small Business,0.02,1,2012-06-11,59681,Critical,23,0.38,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,-11.9485,West,8348,224.34,2012-06-13,Express Air,6.19,California,8.6,91360
Columbus,Harold Pawlan,Small Business,0,1,2012-06-11,40707,High,26,0.56,Technology,Small Box,5180,Telephones and Communication,211.086,Central,5735,1495.184,2012-06-13,Regular Air,8.99,Nebraska,65.99,68601
Toledo,Steve Nguyen,Small Business,0.08,1,2012-06-11,53476,Not Specified,24,0.52,Office Supplies,Wrap Bag,4009® Highlighters by Sanford,Pens & Art Supplies,19.42,East,7490,93.85,2012-06-14,Regular Air,0.7,Ohio,3.98,43615
Columbus,Harold Pawlan,Small Business,0.04,1,2012-06-12,56582,Low,36,0.69,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,-904.73,Central,7917,4581.41,2012-06-12,Delivery Truck,54.74,Nebraska,130.98,68601
Manhattan Beach,Brad Thomas,Home Office,0.05,1,2012-06-12,47872,Critical,50,0.37,Furniture,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Furnishings,-38.04,West,6720,345.58,2012-06-13,Regular Air,4.95,California,6.64,90266
Asheville,Denise Monton,Home Office,0.02,1,2012-06-12,48096,High,3,0.37,Office Supplies,Small Box,Xerox 213,Paper,-9.5,South,6752,34.23,2012-06-13,Express Air,7.86,North Carolina,6.48,28806
Clearfield,Harold Pawlan,Small Business,0.07,1,2012-06-12,56582,Low,47,0.65,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,-1643.74,West,7916,1146.992,2012-06-14,Delivery Truck,45.51,Utah,31.76,84015
San Carlos,Julia Barnett,Corporate,0,1,2012-06-12,8999,High,28,0.37,Office Supplies,Small Box,Xerox 194,Paper,590.35,West,1237,1676.48,2012-06-14,Regular Air,14.3,California,55.48,94070
Burlington,Denise Monton,Home Office,0.03,1,2012-06-12,48096,High,22,0.38,Office Supplies,Small Box,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",Envelopes,27.62,South,6753,383.33,2012-06-14,Regular Air,8.13,North Carolina,17.07,27217
Manhattan Beach,Brad Thomas,Home Office,0.09,1,2012-06-12,47872,Critical,38,0.46,Office Supplies,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,649.05,West,6719,1756.27,2012-06-14,Regular Air,5.1,California,46.89,90266
Grants Pass,Adam Shillingsburg,Corporate,0.06,1,2012-06-12,29988,High,12,0.38,Technology,Jumbo Drum,Canon PC940 Copier,Copiers and Fax,287.5,West,4221,5177.4,2012-06-14,Delivery Truck,49,Oregon,449.99,97526
Reynoldsburg,Sam Zeldin,Small Business,0.09,1,2012-06-12,42308,Medium,16,0.42,Furniture,Small Box,"Eldon Imàge® Series Desk Accessories, Clear",Office Furnishings,-56.56,East,5962,79.98,2012-06-15,Regular Air,7.1,Ohio,4.86,43068
Clearfield,Harold Pawlan,Small Business,0.04,1,2012-06-12,56582,Low,25,0.79,Furniture,Large Box,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,490.99,West,7915,2612.89,2012-06-16,Regular Air,10.12,Utah,105.29,84015
Owatonna,Theone Pippenger,Corporate,0.07,1,2012-06-12,25347,Low,28,0.38,Office Supplies,Small Box,Xerox 1906,Paper,309.31,Central,3554,967.27,2012-06-19,Regular Air,7.5,Minnesota,35.44,55060
East Point,Rick Hansen,Corporate,0.07,1,2012-06-13,58339,High,9,0.56,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center,Appliances,346.98,South,8157,1608.87,2012-06-13,Regular Air,0.99,Georgia,177.98,30344
East Point,Rick Hansen,Corporate,0.01,1,2012-06-13,58339,High,11,0.36,Office Supplies,Small Box,Economy Binders,Binders and Binder Accessories,7.5225,South,8158,37.64,2012-06-14,Express Air,1.49,Georgia,2.08,30344
Fairfax,Maribeth Dona,Home Office,0.08,1,2012-06-13,37348,High,33,0.58,Office Supplies,Small Box,Advantus Rolling Storage Box,Storage & Organization,25.44,South,5249,551.67,2012-06-16,Regular Air,4.96,Virginia,17.15,20151
Euless,Edward Becker,Corporate,0.03,1,2012-06-13,39430,Low,29,0.79,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,-144.2,Central,5568,877.97,2012-06-17,Regular Air,6.5,Texas,30.98,76039
College Station,Henry MacAllister,Small Business,0,1,2012-06-13,355,Low,16,0.85,Technology,Wrap Bag,Accessory4,Telephones and Communication,-172.546,Central,61,1239.6315,2012-06-18,Regular Air,0.99,Texas,85.99,77840
Bennington,Dianna Arnett,Home Office,0.02,1,2012-06-14,28001,Critical,41,0.59,Furniture,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Office Furnishings,2593.14,East,3926,8958.46,2012-06-14,Regular Air,21.21,Vermont,209.84,5201
New Orleans,Susan Pistek,Home Office,0.08,1,2012-06-14,53350,Not Specified,24,0.38,Office Supplies,Small Box,GBC ProClick™ 150 Presentation Binding System,Binders and Binder Accessories,2595.1775,South,7473,7046.61,2012-06-14,Regular Air,19.99,Louisiana,315.98,70117
Merrimack,Dianna Arnett,Home Office,0.01,1,2012-06-14,28001,Critical,21,0.59,Furniture,Large Box,Electrix Halogen Magnifier Lamp,Office Furnishings,1162.76,East,3927,4201.08,2012-06-16,Regular Air,11.54,New Hampshire,194.3,3054
Dickinson,Sean O'Donnell,Corporate,0.01,1,2012-06-14,837,Not Specified,11,0.49,Office Supplies,Wrap Bag,Avery Hi-Liter® Smear-Safe Highlighters,Pens & Art Supplies,13.41,Central,133,65.7,2012-06-16,Regular Air,0.83,North Dakota,5.84,58601
Cranford,Chuck Sachs,Consumer,0.02,1,2012-06-15,28161,Not Specified,10,0.56,Furniture,Jumbo Box,"Hon Metal Bookcases, Putty",Bookcases,-222.77,East,3949,784.08,2012-06-16,Delivery Truck,46.74,New Jersey,70.98,7016
Gresham,Adam Shillingsburg,Corporate,0.04,1,2012-06-15,40006,Not Specified,48,0.58,Office Supplies,Wrap Bag,Newell 338,Pens & Art Supplies,20.26,West,5655,141.59,2012-06-16,Regular Air,0.7,Oregon,2.94,97030
Salem,Chuck Sachs,Consumer,0.06,1,2012-06-15,28161,Not Specified,15,0.61,Furniture,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,664.88,East,3950,5028.31,2012-06-17,Delivery Truck,30,New Hampshire,350.98,3079
Gresham,Adam Shillingsburg,Corporate,0.03,1,2012-06-15,40006,Not Specified,35,0.35,Office Supplies,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-105.547,West,5654,157.99,2012-06-17,Regular Air,5.41,Oregon,4.24,97030
Webster,Karl Brown,Home Office,0.09,1,2012-06-15,14528,Critical,14,0.39,Office Supplies,Small Box,Avery Hanging File Binders,Binders and Binder Accessories,11.0245,East,2036,78.44,2012-06-17,Regular Air,1.49,MA,5.98,1570
Cambridge,Noel Staavos,Home Office,0.04,1,2012-06-15,22242,Not Specified,50,0.37,Office Supplies,Small Box,Xerox 1905,Paper,-279.93,East,3102,329.91,2012-06-17,Regular Air,9.54,MA,6.48,2138
Summit,Chuck Sachs,Consumer,0.04,1,2012-06-15,28161,Not Specified,41,0.75,Technology,Small Box,Belkin MediaBoard 104- Keyboard,Computer Peripherals,-33.32,East,3951,1085.61,2012-06-17,Regular Air,4,New Jersey,27.48,7901
Dalton,Randy Bradley,Small Business,0,1,2012-06-16,24199,Critical,16,0.77,Technology,Small Box,Keytronic Designer 104- Key Black Keyboard,Computer Peripherals,-314.42,South,3399,706.53,2012-06-17,Regular Air,19.99,Georgia,40.48,30721
Lemon Grove,Bart Folk,Corporate,0.09,1,2012-06-17,224,Not Specified,25,0.56,Furniture,Small Box,"Eldon® Expressions™ Wood Desk Accessories, Oak",Office Furnishings,-33.95,West,32,184.86,2012-06-18,Regular Air,5.21,California,7.38,91945
Hilliard,Stuart Calhoun,Consumer,0.04,1,2012-06-17,57155,Critical,16,0.6,Office Supplies,Small Box,"File Shuttle II and Handi-File, Black",Storage & Organization,60.82,East,7999,535.54,2012-06-18,Express Air,5.1,Ohio,33.89,43026
Hilliard,Stuart Calhoun,Consumer,0.05,1,2012-06-17,57155,Critical,23,0.36,Office Supplies,Small Box,Xerox 1993,Paper,-133.73,East,7998,155.52,2012-06-18,Regular Air,9.68,Ohio,6.48,43026
Lemon Grove,Bart Folk,Corporate,0.04,1,2012-06-17,224,Not Specified,44,0.36,Office Supplies,Small Box,Xerox 193,Paper,-65.43,West,33,267.85,2012-06-18,Regular Air,5.15,California,5.98,91945
Lemon Grove,Bart Folk,Corporate,0.04,1,2012-06-17,224,Not Specified,33,0.58,Office Supplies,Small Box,"Decoflex Hanging Personal Folder File, Blue",Storage & Organization,-149.92,West,34,528.5,2012-06-18,Regular Air,10.68,California,15.42,91945
Huntington Beach,Eric Barreto,Consumer,0.03,1,2012-06-17,5984,Low,11,0.41,Furniture,Small Box,Staples Plastic Wall Frames,Office Furnishings,22.25,West,831,96.68,2012-06-19,Regular Air,4.95,California,7.96,92646
Shirley,Stuart Van,Consumer,0,1,2012-06-17,32038,Low,26,0.5,Office Supplies,Medium Box,Harmony HEPA Quiet Air Purifiers,Appliances,-14.06,East,4503,342.4,2012-06-19,Express Air,6.96,New York,11.7,11967
Shakopee,Charles Sheldon,Corporate,0.01,1,2012-06-17,48931,Low,8,0.79,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,-117.39,Central,6868,254.32,2012-06-19,Regular Air,6.5,Minnesota,30.98,55379
Shawnee,Barbara Fisher,Small Business,0.1,1,2012-06-17,8545,Low,24,0.69,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,-662.8,Central,1169,3081.95,2012-06-21,Delivery Truck,54.74,Kansas,130.98,66203
